stream,detector,filter,filter_seed,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,malicious_recall,benign_fpr
SEA_A,hellinger,learned_features_label,7.0,0.8797518790625254,0.8908612440191388,0.3058659217877095,0.17906729470177374,0.0,10010.0,,
SEA_A,hellinger,learned_features_label,17.0,0.8829982683462265,0.8935885167464115,0.2629189944134078,0.22285556243747928,0.0,10002.5,,
SEA_A,hellinger,learned_features_label,27.0,0.8799283269738212,0.8912440191387561,0.26641061452513964,0.22159885308746785,0.0,10011.0,,
SEA_A,hellinger,learned_features_label,37.0,0.8799243460559442,0.8911004784688995,0.3463687150837989,0.13041722538496375,0.0,10074.0,,
SEA_A,hellinger,learned_features_label,47.0,0.8842628950331001,0.894688995215311,0.2608240223463687,0.223441444009804,0.0,9966.5,,
SEA_A,hellinger,none,,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,0.0,11400.0,,
SEA_A,hellinger,oracle_blocks,,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,hellinger,oracle_rows,,0.8631482436455138,0.8773684210526316,0.0,0.18390935455264484,0.0,9968.0,,
SEA_A,hellinger,random_blocks,7.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,hellinger,random_blocks,17.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,hellinger,random_blocks,27.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,hellinger,random_blocks,37.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,hellinger,random_blocks,47.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,hellinger,random_rows,7.0,0.8420464777656049,0.8601435406698564,0.4776536312849162,0.3622642187762145,0.0,9968.0,,
SEA_A,hellinger,random_rows,17.0,0.8473605270350519,0.864066985645933,0.5946229050279329,0.2932555185389354,0.0,9968.0,,
SEA_A,hellinger,random_rows,27.0,0.8593633524414752,0.87377990430622,0.5251396648044693,0.3259473192244086,0.5,10662.0,,
SEA_A,hellinger,random_rows,37.0,0.8570357639466624,0.8722488038277512,0.6511871508379888,0.25878412386453514,0.0,9968.0,,
SEA_A,hellinger,random_rows,47.0,0.8525329406064992,0.868133971291866,0.4780027932960894,0.36107782278359657,0.0,9968.0,,
SEA_A,none,learned_features,7.0,0.8665576120017636,0.879377990430622,0.6176675977653632,0.34587447034766894,0.0,10995.0,,
SEA_A,none,learned_features,17.0,0.865449588630975,0.8789473684210527,0.8561452513966481,0.1341532437618025,0.0,10886.0,,
SEA_A,none,learned_features,27.0,0.8760381614349158,0.887177033492823,0.8641759776536313,0.26101684417404514,0.0,10935.0,,
SEA_A,none,learned_features,37.0,0.8669889158399223,0.8798564593301434,0.859986033519553,0.21545831719725456,0.0,10935.0,,
SEA_A,none,learned_features,47.0,0.8699617345260208,0.8822966507177034,0.7706005586592178,0.26486124654204357,0.0,10878.0,,
SEA_A,none,learned_features_label,7.0,0.8797518790625254,0.8908612440191388,0.3058659217877095,0.17906729470177374,0.0,10010.0,,
SEA_A,none,learned_features_label,17.0,0.8829982683462265,0.8935885167464115,0.2629189944134078,0.22285556243747928,0.0,10002.5,,
SEA_A,none,learned_features_label,27.0,0.8799283269738212,0.8912440191387561,0.26641061452513964,0.22159885308746785,0.0,10011.0,,
SEA_A,none,learned_features_label,37.0,0.8799243460559442,0.8911004784688995,0.3463687150837989,0.13041722538496375,0.0,10074.0,,
