stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,filter_poison_recall,filter_legitimate_rejection,detector,filter,filter_seed,status,folder
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,,,11400,,,0,0.5227177499909885,,,confirmed,True,10450,0.3475598086124402,0.33479347114531915,2843,1766,0.6211748153359128,7607,2723,0.35795977389246747,,,0.0,0.0,hellinger,none,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/none
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,10450.0,12000.0,950,950.0,0.0,0,0.26864549997844733,False,600.0,confirmed,True,10450,0.28210526315789475,0.2844810900764988,2843,0,0.0,7607,7607,1.0,,,1.0,1.0,hellinger,oracle_blocks,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/oracle_blocks
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,2843.0,12000.0,8557,5803.0,0.0,0,0.463506750005763,False,600.0,confirmed,True,10450,0.35655502392344496,0.34990678776737927,2843,0,0.0,7607,2754,0.3620349677928224,,,1.0,0.0,hellinger,oracle_rows,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/oracle_rows
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,10450.0,12000.0,950,950.0,0.0,0,0.26936783400014974,False,600.0,confirmed,True,10450,0.28210526315789475,0.2844810900764988,2843,0,0.0,7607,7607,1.0,,,1.0,1.0,hellinger,random_blocks,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_blocks_seed_17
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,10450.0,12000.0,950,950.0,0.0,0,0.2681264580169227,False,600.0,confirmed,True,10450,0.28210526315789475,0.2844810900764988,2843,0,0.0,7607,7607,1.0,,,1.0,1.0,hellinger,random_blocks,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_blocks_seed_27
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,10450.0,12000.0,950,950.0,0.0,0,0.26360966701759025,False,600.0,confirmed,True,10450,0.28210526315789475,0.2844810900764988,2843,0,0.0,7607,7607,1.0,,,1.0,1.0,hellinger,random_blocks,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_blocks_seed_37
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,10450.0,12000.0,950,950.0,0.0,0,0.2634861670085229,False,600.0,confirmed,True,10450,0.28210526315789475,0.2844810900764988,2843,0,0.0,7607,7607,1.0,,,1.0,1.0,hellinger,random_blocks,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_blocks_seed_47
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,10450.0,12000.0,950,950.0,0.0,0,0.2849162500060629,False,600.0,confirmed,True,10450,0.28210526315789475,0.2844810900764988,2843,0,0.0,7607,7607,1.0,,,1.0,1.0,hellinger,random_blocks,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_blocks_seed_7
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,2843.0,12000.0,8557,5793.0,0.0,0,0.4714798749773763,False,600.0,confirmed,True,10450,0.3289952153110048,0.3185925206126473,2843,1299,0.45691171297924726,7607,4063,0.5341133166820035,,,0.2782272247625747,0.2697515446299461,hellinger,random_rows,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_rows_seed_17
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,2843.0,12000.0,8557,6509.0,0.0,0,0.46761508300551213,False,600.0,confirmed,True,10450,0.3337799043062201,0.32468029409322313,2843,1509,0.5307773478719663,7607,3557,0.4675956355987906,,,0.2722476257474499,0.27198632838175363,hellinger,random_rows,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_rows_seed_27
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,2843.0,12000.0,8557,5772.0,0.0,0,0.46198541700141504,False,600.0,confirmed,True,10450,0.331866028708134,0.3241168098582122,2843,1252,0.4403798804080197,7607,4037,0.5306954121204154,,,0.27928244811818503,0.26935717102668594,hellinger,random_rows,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_rows_seed_37
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,2843.0,12000.0,8557,7188.0,0.0,0,0.48909787498996593,False,600.0,confirmed,True,10450,0.3207655502392345,0.30996627540351773,2843,1687,0.593387266971509,7607,3056,0.40173524385434467,,,0.2711924023918396,0.2723807019850138,hellinger,random_rows,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_rows_seed_47
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,2843.0,12000.0,8557,5821.0,0.0,0,0.48231591598596424,False,600.0,confirmed,True,10450,0.32564593301435407,0.3190071653346326,2843,1335,0.4695743932465705,7607,4071,0.5351649796240305,,,0.2645093211396412,0.2748784014723281,hellinger,random_rows,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hellinger/RBF_I__s9913__instance__severe/random_rows_seed_7
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,526.0,12000.0,10874,8125.0,0.0,0,0.507538542005932,False,600.0,none,True,10450,0.34373205741626794,0.34314078176050994,0,0,,10450,3275,0.3133971291866029,,,,0.05033492822966507,none,learned_features_label,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_label_seed_17
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,623.0,12000.0,10777,8082.0,0.0,0,0.5048107499897014,False,600.0,none,True,10450,0.3605741626794258,0.3597064604073794,0,0,,10450,3318,0.317511961722488,,,,0.05961722488038278,none,learned_features_label,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_label_seed_27
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,553.0,12000.0,10847,7212.0,0.0,0,0.5244385830010287,False,600.0,none,True,10450,0.3579904306220096,0.3564629595426841,0,0,,10450,4188,0.40076555023923444,,,,0.05291866028708134,none,learned_features_label,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_label_seed_37
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,267.0,12000.0,11133,7420.0,0.0,0,0.5291921249881852,False,600.0,none,True,10450,0.3615311004784689,0.35680041931428574,0,0,,10450,3980,0.38086124401913873,,,,0.02555023923444976,none,learned_features_label,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_label_seed_47
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,856.0,12000.0,10544,7034.0,0.0,0,0.5413731250155251,False,600.0,none,True,10450,0.36,0.3585786454748995,0,0,,10450,4366,0.41779904306220095,,,,0.08191387559808612,none,learned_features_label,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_label_seed_7
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,439.0,12000.0,10961,7318.0,0.0,0,0.5299441250099335,False,600.0,none,True,10450,0.3605741626794258,0.355465162678697,0,0,,10450,4082,0.390622009569378,,,,0.04200956937799043,none,learned_features,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_seed_17
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,371.0,12000.0,11029,8256.0,0.0,0,0.5149355420144275,False,600.0,none,True,10450,0.3663157894736842,0.36144096192585556,0,0,,10450,3144,0.3008612440191388,,,,0.035502392344497605,none,learned_features,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_seed_27
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,432.0,12000.0,10968,8266.0,0.0,0,0.5205995829892345,False,600.0,none,True,10450,0.3616267942583732,0.35493437850764187,0,0,,10450,3134,0.2999043062200957,,,,0.04133971291866029,none,learned_features,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_seed_37
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,506.0,12000.0,10894,7257.0,0.0,0,0.546170792018529,False,600.0,none,True,10450,0.3688038277511962,0.35674431850777466,0,0,,10450,4143,0.3964593301435407,,,,0.04842105263157895,none,learned_features,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_seed_47
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,482.0,12000.0,10918,6404.0,0.0,0,0.5410966660128906,False,600.0,none,True,10450,0.3497607655502392,0.3419532209227435,0,0,,10450,4996,0.4780861244019139,,,,0.046124401913875596,none,learned_features,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/learned_features_seed_7
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,,,11400,,,0,0.5152564590098336,,,none,True,10450,0.3585645933014354,0.35235027949590225,0,0,,10450,3800,0.36363636363636365,,,,0.0,none,none,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__clean__none/none
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,464.0,12000.0,10936,5462.0,0.0,0,0.5583915000024717,False,600.0,none,True,10450,0.32813397129186606,0.3219467223801073,2843,1229,0.4322898346816743,7607,4324,0.5684238201656369,,,0.0253253605346465,0.051531484159326936,none,learned_features_label,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_label_seed_17
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,547.0,12000.0,10853,7267.0,0.0,0,0.5152255840075668,False,600.0,none,True,10450,0.3171291866028708,0.30717855596068533,2843,1747,0.6144917340837144,7607,3037,0.39923754436703035,,,0.023566654941962716,0.06309977652162482,none,learned_features_label,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_label_seed_27
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,522.0,12000.0,10878,8148.0,0.0,0,0.5112825830001384,False,600.0,none,True,10450,0.3199043062200957,0.3102599731657659,2843,2001,0.7038339781920506,7607,2410,0.31681346128565796,,,0.03200844178684488,0.05665834100170895,none,learned_features_label,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_label_seed_37
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,281.0,12000.0,11119,8340.0,0.0,0,0.5225136250082869,False,600.0,none,True,10450,0.34497607655502394,0.33319936184077137,2843,1979,0.696095673584242,7607,2196,0.28868147758643353,,,0.02989799507562434,0.025765742079663468,none,learned_features_label,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_label_seed_47
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,798.0,12000.0,10602,7075.0,0.0,0,0.5507010419969447,False,600.0,none,True,10450,0.31808612440191386,0.308071793339295,2843,1735,0.6102708406612734,7607,3217,0.4228999605626397,,,0.05381639113612381,0.08479032470093335,none,learned_features_label,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_label_seed_7
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,439.0,12000.0,10961,9128.0,0.0,0,0.5122340410016477,False,600.0,none,True,10450,0.3390430622009569,0.32851690812876244,2843,2208,0.7766443897291594,7607,1637,0.21519652951229132,,,0.04502286317270489,0.04088339687130275,none,learned_features,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_seed_17
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,371.0,12000.0,11029,10112.0,0.0,0,0.5157235829974525,False,600.0,none,True,10450,0.33215311004784687,0.31714713259322436,2843,2477,0.8712627506155469,7607,922,0.121204154068621,,,0.03341540626099191,0.03628237149993427,none,learned_features,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_seed_27
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,432.0,12000.0,10968,3699.0,0.0,0,0.5264846250065602,False,600.0,none,True,10450,0.3149282296650718,0.30859544952285844,2843,720,0.253253605346465,7607,5578,0.7332719863283818,,,0.03974674639465353,0.04193505981332983,none,learned_features,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_seed_37
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,506.0,12000.0,10894,7303.0,0.0,0,0.510473541013198,False,600.0,none,True,10450,0.3465071770334928,0.33555287254549837,2843,1681,0.5912768202602884,7607,2935,0.3858288418561851,,,0.05100246218782976,0.047456290258972,none,learned_features,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_seed_47
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,482.0,12000.0,10918,6378.0,0.0,0,0.5042966250039171,False,600.0,none,True,10450,0.3257416267942584,0.3180091427650401,2843,1447,0.5089693985226873,7607,3626,0.47666622847377416,,,0.049243756595145974,0.04495859077165768,none,learned_features,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/learned_features_seed_7
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,,,11400,,,0,0.5164552500064019,,,none,True,10450,0.3475598086124402,0.33479347114531915,2843,1766,0.6211748153359128,7607,2723,0.35795977389246747,,,0.0,0.0,none,none,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/none/RBF_I__s9913__instance__severe/none
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,490.0,12000.0,10910,9080.0,0.0,0,0.15483604100882076,False,600.0,confirmed,True,10450,0.8972248803827751,0.8869817309839534,0,0,,10450,2320,0.22200956937799043,,,,0.04688995215311005,adwin,learned_features_label,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_label_seed_17
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,486.0,12000.0,10914,9098.0,0.0,0,0.15072599999257363,False,600.0,confirmed,True,10450,0.9006698564593302,0.8909626337507335,0,0,,10450,2302,0.22028708133971292,,,,0.04650717703349282,adwin,learned_features_label,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_label_seed_27
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,447.0,12000.0,10953,9133.0,0.0,0,0.15318749999278225,False,600.0,confirmed,True,10450,0.8998086124401914,0.8900928749185163,0,0,,10450,2267,0.2169377990430622,,,,0.04277511961722488,adwin,learned_features_label,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_label_seed_37
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,523.0,12000.0,10877,9065.0,0.0,0,0.15531158301746473,False,600.0,confirmed,True,10450,0.895023923444976,0.8840941208334854,0,0,,10450,2335,0.22344497607655503,,,,0.050047846889952154,adwin,learned_features_label,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_label_seed_47
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,503.0,12000.0,10897,9086.0,0.0,0,0.1508894999860786,False,600.0,confirmed,True,10450,0.8926315789473684,0.8815829771164045,0,0,,10450,2314,0.2214354066985646,,,,0.04813397129186603,adwin,learned_features_label,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_label_seed_7
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,514.0,12000.0,12700,10890.0,2711.0,1,0.16335195800638758,False,600.0,confirmed,True,10450,0.8840191387559808,0.8715997566909975,0,0,,10450,2324,0.22239234449760767,,,,0.049186602870813396,adwin,learned_features,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_seed_17
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,465.0,12000.0,10935,7303.0,0.0,0,0.1501236250041984,False,600.0,confirmed,True,10450,0.8941626794258373,0.884264864139766,0,0,,10450,4097,0.3920574162679426,,,,0.04449760765550239,adwin,learned_features,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_seed_27
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,465.0,12000.0,12739,9123.0,2711.0,1,0.16200862498953938,False,600.0,confirmed,True,10450,0.8866985645933014,0.8753905074654308,0,0,,10450,3181,0.30440191387559806,,,,0.04449760765550239,adwin,learned_features,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_seed_37
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,522.0,12000.0,12684,9062.0,2714.0,1,0.16016329199192114,False,600.0,confirmed,True,10450,0.8841148325358852,0.872049207228214,0,0,,10450,3236,0.3096650717703349,,,,0.049952153110047845,adwin,learned_features,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_seed_47
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,405.0,12000.0,12811,7346.0,0.0,0,0.16478858300251886,False,600.0,confirmed,True,10450,0.8895693779904307,0.8791084268282433,0,0,,10450,4054,0.3879425837320574,,,,0.038755980861244016,adwin,learned_features,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/SEA_A/adwin/SEA_A__s9913__clean__none/learned_features_seed_7
